D-loss	G-loss	AUC	AP
0.916705	0.631129	0.587647	0.231516
0.964801	0.632945	0.582769	0.227687
0.897853	0.633040	0.588147	0.232563
0.986887	0.638237	0.582577	0.226854
0.860764	0.642929	0.590049	0.233834
0.954964	0.637328	0.587000	0.230868
0.844409	0.634905	0.588366	0.232015
0.901323	0.629229	0.587233	0.231058
0.914752	0.628187	0.584681	0.228856
0.926615	0.627388	0.583711	0.228737
0.952061	0.627647	0.579262	0.224586
0.924838	0.627034	0.582027	0.227460
0.957289	0.629225	0.573907	0.220791
0.892201	0.632904	0.584430	0.228828
1.002704	0.642095	0.553562	0.209041
0.859214	0.654147	0.585881	0.229478
0.913741	0.633450	0.582394	0.227226
0.818206	0.630960	0.583247	0.227916
0.863093	0.626857	0.584294	0.228182
0.908825	0.626076	0.585080	0.227970
0.906777	0.625602	0.591745	0.232517
0.934433	0.627226	0.594329	0.234227
0.887176	0.626485	0.598453	0.237713
0.919778	0.628451	0.599013	0.239555
0.860131	0.632757	0.598666	0.238020
0.938191	0.636247	0.597659	0.240297
0.841052	0.644724	0.598777	0.237934
0.907251	0.635749	0.601654	0.239273
0.759290	0.647835	0.598770	0.237968
0.875734	0.633234	0.601808	0.239053
0.757109	0.643950	0.598893	0.238195
0.865812	0.632504	0.601998	0.238712
0.790128	0.632816	0.599842	0.238840
0.848841	0.626801	0.601825	0.239051
0.821637	0.625947	0.601264	0.239512
0.852721	0.624350	0.602131	0.239449
0.850055	0.623932	0.601791	0.239699
0.864262	0.623640	0.602675	0.239813
0.856150	0.623703	0.601930	0.240027
0.868334	0.623685	0.603184	0.239928
0.848852	0.623897	0.601084	0.239796
0.870651	0.625331	0.603551	0.238831
0.834970	0.629780	0.598813	0.238517
0.912624	0.639900	0.536839	0.210794
0.851555	0.662233	0.598313	0.237368
0.927917	0.658336	0.599555	0.234837
0.745494	0.672537	0.599079	0.238484
0.677466	1.191032	0.606249	0.269691
0.598620	1.072979	0.626043	0.275840
0.534203	0.996224	0.632922	0.278161
0.481542	0.948333	0.637751	0.279908
0.439024	0.920417	0.639897	0.280892
0.403404	0.904620	0.637952	0.280527
0.371897	0.892859	0.641470	0.281660
0.344112	0.880931	0.642999	0.282210
0.319654	0.871628	0.643494	0.282338
0.298395	0.868711	0.643690	0.282023
0.278731	0.862679	0.643055	0.281332
0.259651	0.855399	0.642102	0.280330
0.242471	0.851533	0.640586	0.279155
0.229802	0.845290	0.638536	0.277359
0.216846	0.836509	0.636687	0.275957
0.206607	0.830952	0.635703	0.274894
0.200782	0.820637	0.635108	0.274315
0.190820	0.812762	0.634472	0.273831
0.190533	0.802712	0.633955	0.273436
0.181318	0.798049	0.633778	0.273283
0.187317	0.791618	0.633549	0.273066
0.170504	0.787683	0.633564	0.273028
0.180483	0.777781	0.633357	0.272875
0.169293	0.773132	0.633149	0.272659
0.171241	0.765921	0.633139	0.272618
0.168806	0.759642	0.633046	0.272490
0.164787	0.753432	0.632940	0.272334
0.164783	0.749846	0.632885	0.272200
0.161522	0.743440	0.632604	0.271919
0.158609	0.737453	0.632247	0.271585
0.161457	0.732887	0.631462	0.270910
0.152930	0.726877	0.631110	0.270462
0.165370	0.725145	0.629504	0.267403
0.141952	0.728663	0.628788	0.265769
0.170637	0.722170	0.627684	0.264782
0.142036	0.718787	0.627701	0.264763
0.156163	0.704121	0.627457	0.264480
0.160604	0.701717	0.626500	0.263514
0.143821	0.701433	0.626124	0.263110
0.158568	0.692837	0.625203	0.262363
0.152280	0.688271	0.624748	0.262011
0.155434	0.683547	0.624125	0.261513
0.152918	0.681919	0.623732	0.261148
0.155741	0.679274	0.623004	0.260490
0.150063	0.676348	0.622523	0.260045
0.158593	0.675230	0.621494	0.259191
0.147343	0.673821	0.621742	0.259293
0.162511	0.674232	0.619920	0.257896
0.139431	0.678063	0.621298	0.258933
0.166362	0.677932	0.619400	0.257439
0.134680	0.681940	0.620146	0.257967
0.155835	0.667446	0.619519	0.257505
0.149051	0.663460	0.618617	0.256812
0.146685	0.662211	0.618504	0.256712
0.156275	0.661811	0.617328	0.255812
0.143318	0.660172	0.617508	0.255895
0.158208	0.660316	0.616480	0.255079
0.139481	0.661511	0.617083	0.255463
0.160407	0.662167	0.615614	0.254284
0.133935	0.666888	0.616878	0.255158
0.155629	0.658807	0.615583	0.254087
0.136893	0.657620	0.615783	0.254128
0.152565	0.653938	0.613965	0.252681
0.141311	0.651675	0.614541	0.253060
0.153088	0.651985	0.613243	0.252100
0.137787	0.652801	0.614248	0.252812
0.156876	0.655105	0.606078	0.246033
0.130966	0.663275	0.614355	0.252799
0.154824	0.656196	0.606401	0.246195
0.127480	0.659848	0.613828	0.252320
0.147049	0.650851	0.606399	0.246056
0.131882	0.649012	0.606526	0.246095
0.145729	0.646592	0.605069	0.245063
0.135337	0.645604	0.605242	0.245134
0.148400	0.645209	0.604224	0.244234
0.903593	1.121348	0.516064	0.136268
0.816210	0.997944	0.639565	0.182147
0.738117	0.915974	0.666866	0.206641
0.669033	0.865055	0.674835	0.212780
0.604382	0.834853	0.680493	0.217113
0.549146	0.821018	0.684588	0.219788
0.496046	0.813491	0.686772	0.220893
0.448446	0.808723	0.689176	0.221945
0.407647	0.809429	0.690763	0.222724
0.368793	0.806926	0.690960	0.222639
0.335821	0.807346	0.690449	0.222286
0.305838	0.807330	0.689506	0.221580
0.280751	0.804499	0.686828	0.219962
0.258851	0.803742	0.683628	0.217935
0.242748	0.804055	0.681875	0.216819
0.228393	0.798663	0.681117	0.216305
0.214709	0.796616	0.681262	0.216311
0.209402	0.792783	0.681326	0.216274
0.196695	0.788689	0.681803	0.216579
0.196808	0.783766	0.681952	0.216749
0.184175	0.779416	0.681868	0.216714
0.187351	0.775198	0.682052	0.216776
0.175737	0.774295	0.682336	0.216970
0.182477	0.769505	0.682192	0.216904
0.169823	0.765112	0.682133	0.216832
0.174145	0.758453	0.682001	0.216840
0.167351	0.754242	0.682060	0.216898
0.169999	0.751788	0.682116	0.216941
0.164198	0.745856	0.682028	0.216884
0.169104	0.742920	0.681676	0.216689
0.159595	0.739968	0.681687	0.216671
0.170367	0.736901	0.681445	0.216546
0.153226	0.735535	0.681463	0.216554
0.169973	0.730937	0.681309	0.216413
0.152948	0.725575	0.681103	0.216048
0.165026	0.720799	0.680565	0.215654
0.156212	0.715242	0.680390	0.215488
0.160638	0.710923	0.679598	0.214918
0.158041	0.704521	0.678896	0.214528
0.159087	0.700636	0.678755	0.214310
0.159187	0.698435	0.678492	0.213925
0.159660	0.695738	0.678358	0.213775
0.154941	0.692545	0.678189	0.213569
0.160914	0.691368	0.677236	0.212759
0.149929	0.689853	0.677249	0.212670
0.167373	0.689772	0.675875	0.211619
0.139381	0.696898	0.676373	0.211962
0.168018	0.688814	0.675865	0.211557
0.144678	0.684507	0.675932	0.211526
0.157313	0.678949	0.675641	0.211314
0.151957	0.675612	0.675445	0.211097
0.152941	0.674104	0.675327	0.210900
0.156045	0.672278	0.674790	0.210507
0.149570	0.670818	0.674906	0.210533
0.158426	0.670169	0.674486	0.210152
0.147391	0.668797	0.674690	0.210231
0.159229	0.667463	0.674188	0.209853
0.145566	0.666625	0.674431	0.210023
0.160189	0.665370	0.673813	0.209507
0.143479	0.664483	0.673987	0.209594
0.161268	0.664640	0.672968	0.208696
0.140308	0.663720	0.673468	0.209077
0.159711	0.662289	0.672566	0.208423
0.141164	0.660067	0.672821	0.208531
0.156789	0.659213	0.671182	0.207319
0.142749	0.658090	0.671824	0.207709
0.156681	0.656830	0.670144	0.206472
0.141139	0.656011	0.670454	0.206639
0.156405	0.655422	0.669383	0.205812
0.139403	0.655693	0.669524	0.205842
0.157738	0.655423	0.668378	0.204868
0.134791	0.657076	0.668883	0.205301
0.157717	0.655463	0.667924	0.204457
0.132684	0.657326	0.668358	0.204692
0.152867	0.651927	0.667516	0.203961
0.573455	1.157842	0.669311	0.329153
0.510486	1.043188	0.670811	0.330863
0.460754	0.968139	0.671994	0.331510
0.421263	0.920749	0.674705	0.331283
0.388739	0.887994	0.674749	0.329388
0.360183	0.862072	0.672638	0.327042
0.336375	0.846671	0.667995	0.323013
0.313857	0.831735	0.664720	0.319872
0.298675	0.822689	0.662694	0.317961
0.284154	0.812848	0.661289	0.316341
0.272710	0.803939	0.660748	0.315850
0.262560	0.797117	0.660419	0.315540
0.253321	0.787667	0.660457	0.315422
0.245915	0.783450	0.660830	0.315486
0.238972	0.778434	0.661250	0.315663
0.231749	0.770622	0.661448	0.315627
0.227504	0.767199	0.661856	0.315760
0.222310	0.761761	0.662157	0.315932
0.216948	0.755477	0.662714	0.316468
0.215616	0.749971	0.662983	0.316808
0.208211	0.748611	0.663273	0.317337
0.211328	0.746158	0.663127	0.317407
0.199110	0.742264	0.663606	0.318038
0.204741	0.740537	0.663521	0.318138
0.194173	0.735848	0.663712	0.318329
0.196975	0.732513	0.663720	0.318427
0.191052	0.729419	0.663698	0.318584
0.189948	0.726942	0.663603	0.318628
0.187039	0.723452	0.663545	0.318741
0.184397	0.721644	0.663224	0.318537
0.184384	0.718253	0.662700	0.318099
0.178366	0.715850	0.662824	0.318334
0.184874	0.715503	0.662332	0.318009
0.169301	0.715228	0.662688	0.318374
0.184271	0.713600	0.662164	0.317917
0.165737	0.711005	0.662441	0.318244
0.174901	0.704282	0.662243	0.318155
0.171135	0.701889	0.661870	0.317972
0.165997	0.698433	0.661525	0.317745
0.170291	0.696409	0.660909	0.317297
0.163745	0.694504	0.660808	0.317184
0.167827	0.691474	0.660473	0.316970
0.161820	0.689206	0.660443	0.317036
0.164676	0.686850	0.659906	0.316505
0.160631	0.684858	0.659820	0.316298
0.162952	0.683283	0.659260	0.315801
0.158071	0.680040	0.658966	0.315522
0.160725	0.678387	0.658284	0.314800
0.155731	0.676369	0.657973	0.314542
0.160965	0.675081	0.656737	0.313341
0.150603	0.673604	0.657464	0.313972
0.166261	0.675711	0.656013	0.312699
0.140387	0.681952	0.657202	0.313765
0.163496	0.674154	0.656304	0.313109
0.143450	0.671114	0.656696	0.313579
0.154282	0.666988	0.656165	0.312986
0.148947	0.664380	0.655887	0.312763
0.151496	0.662922	0.655475	0.312645
0.150466	0.660443	0.654857	0.311987
0.149857	0.659320	0.654613	0.311785
0.150146	0.658012	0.654480	0.311764
0.146540	0.656972	0.654509	0.311801
0.152553	0.656638	0.653181	0.309825
0.141661	0.655910	0.654358	0.311312
0.157246	0.658279	0.651820	0.308264
0.132157	0.663668	0.654704	0.311776
0.155797	0.659705	0.652374	0.308825
0.130365	0.661291	0.654122	0.310906
0.146391	0.653090	0.653067	0.309496
0.141032	0.650551	0.652236	0.308489
0.140328	0.648964	0.652113	0.308201
0.146518	0.648015	0.650714	0.306203
0.137502	0.648037	0.651235	0.306711
0.151581	0.649114	0.648601	0.303571
0.129590	0.653204	0.652138	0.307525
0.674553	1.031609	0.664934	0.112900
0.601939	0.942032	0.666799	0.114010
0.541543	0.898358	0.666969	0.114881
0.490084	0.875101	0.667552	0.115270
0.445166	0.864004	0.667479	0.115185
0.405473	0.856124	0.666955	0.114942
0.369261	0.852086	0.665325	0.114331
0.338843	0.849923	0.663939	0.113909
0.313080	0.848229	0.662227	0.113522
0.288766	0.844787	0.659782	0.112774
0.268787	0.841705	0.658808	0.112264
0.248561	0.839189	0.658954	0.112261
0.232774	0.832545	0.659246	0.112193
0.218308	0.825458	0.658736	0.111911
0.206962	0.821067	0.657695	0.111491
0.197509	0.813767	0.656917	0.111375
0.188198	0.810603	0.656220	0.111053
0.183492	0.805219	0.655547	0.110852
0.174692	0.798154	0.655088	0.110608
0.173907	0.791572	0.655036	0.110591
0.163151	0.783150	0.654507	0.110439
0.168959	0.778358	0.654477	0.110498
0.155771	0.772227	0.654233	0.110428
0.162651	0.764459	0.653711	0.110186
0.155121	0.758260	0.653264	0.110023
0.157332	0.754000	0.653283	0.110015
0.152758	0.746336	0.652590	0.109774
0.153621	0.741584	0.652599	0.109757
0.150782	0.737678	0.652324	0.109673
0.151800	0.731715	0.651715	0.109412
0.147490	0.728431	0.651913	0.109475
0.151506	0.724960	0.651792	0.109414
0.143934	0.720778	0.651543	0.109336
0.151979	0.719430	0.651060	0.109226
0.138963	0.719206	0.651148	0.109232
0.153962	0.715125	0.650192	0.108961
0.134718	0.713188	0.650189	0.108973
0.149501	0.707302	0.649599	0.108730
0.140286	0.703158	0.649269	0.108583
0.143649	0.699486	0.649122	0.108534
0.141341	0.696565	0.648986	0.108484
0.142587	0.694204	0.648804	0.108377
0.140271	0.690939	0.648224	0.108155
0.142367	0.688444	0.648053	0.108040
0.139774	0.685889	0.647405	0.107854
0.143260	0.684058	0.646657	0.107589
0.137246	0.681395	0.646617	0.107495
0.144741	0.679027	0.645984	0.107208
0.133373	0.677636	0.646030	0.107209
0.147843	0.677380	0.645501	0.107070
0.129625	0.679654	0.645589	0.107023
0.151854	0.677756	0.644217	0.106295
0.124748	0.683337	0.644579	0.106490
0.144042	0.670642	0.643775	0.106091
0.134940	0.666545	0.643584	0.105998
0.138375	0.663898	0.643305	0.105806
0.138642	0.661344	0.642972	0.105612
0.139795	0.659224	0.642429	0.105327
0.140397	0.657519	0.640776	0.104680
0.142252	0.655703	0.640321	0.104562
0.140290	0.654515	0.639788	0.104352
0.144819	0.653644	0.639071	0.104160
0.133367	0.655038	0.639848	0.104401
0.157189	0.664959	0.637662	0.103377
0.116234	0.698582	0.640321	0.104511
0.135647	0.653531	0.640713	0.104643
0.144564	0.660881	0.637808	0.103424
0.114315	0.679939	0.638992	0.104084
0.134745	0.650828	0.638019	0.103508
0.135892	0.650718	0.635618	0.102274
0.123900	0.655063	0.636460	0.102587
0.151390	0.660232	0.633899	0.101460
0.117004	0.682175	0.636481	0.102575
0.134832	0.647726	0.636244	0.102479
0.132545	0.647406	0.635028	0.101900
0.775004	0.965614	0.350528	0.135398
0.677976	0.875821	0.408919	0.153790
0.595403	0.822020	0.540662	0.236610
0.525018	0.799495	0.614455	0.269355
0.467623	0.787844	0.648647	0.279942
0.419676	0.782411	0.652964	0.280133
0.380111	0.781959	0.654322	0.279713
0.347651	0.781617	0.654297	0.279467
0.321998	0.783340	0.652247	0.279368
0.298532	0.783200	0.651446	0.279994
0.278905	0.781753	0.653358	0.281315
0.264072	0.780478	0.655436	0.282645
0.248565	0.778417	0.656693	0.283380
0.238628	0.778627	0.657700	0.283704
0.225329	0.777184	0.659124	0.284817
0.221427	0.776161	0.660364	0.285553
0.205063	0.774299	0.661586	0.286484
0.207141	0.769360	0.661996	0.286663
0.191592	0.767056	0.661742	0.286479
0.194026	0.761636	0.661495	0.286164
0.184902	0.757030	0.661539	0.286216
0.184171	0.754100	0.661742	0.286367
0.179867	0.750208	0.661967	0.286569
0.176618	0.747441	0.662214	0.286707
0.176269	0.743731	0.662356	0.286845
0.171184	0.740467	0.662451	0.286958
0.173987	0.737634	0.662038	0.286648
0.162822	0.737205	0.662240	0.286897
0.179201	0.740359	0.661495	0.286231
0.149622	0.753947	0.661951	0.286732
0.166773	0.726517	0.661877	0.286787
0.167751	0.726047	0.661373	0.286324
0.151413	0.724342	0.661263	0.286219
0.161032	0.715753	0.660947	0.285868
0.159210	0.713288	0.660161	0.285149
0.153326	0.708573	0.659669	0.284747
0.157646	0.704863	0.658825	0.284031
0.153032	0.700123	0.658396	0.283814
0.155519	0.698380	0.657752	0.283346
0.153592	0.695089	0.657286	0.282917
0.151262	0.692562	0.657067	0.282810
0.154166	0.691131	0.656349	0.282291
0.148387	0.688133	0.655918	0.282039
0.152663	0.687133	0.655195	0.281543
0.145561	0.685630	0.654878	0.281386
0.155705	0.685709	0.653705	0.280393
0.135822	0.689130	0.654623	0.281518
0.161715	0.690434	0.652626	0.279836
0.128187	0.701497	0.653802	0.280893
0.147254	0.676957	0.653615	0.280698
0.153059	0.678846	0.652279	0.279529
0.131228	0.684183	0.652626	0.279981
0.149077	0.672440	0.651939	0.279570
0.141191	0.668211	0.651635	0.279467
0.144046	0.666582	0.651084	0.279056
0.145517	0.664566	0.649959	0.278215
0.140342	0.663296	0.649857	0.278076
0.146821	0.662116	0.649012	0.277253
0.138511	0.660687	0.649195	0.277251
0.149623	0.661028	0.647810	0.276333
0.133028	0.661807	0.648741	0.277025
0.155274	0.665128	0.645649	0.274254
0.123237	0.679411	0.648864	0.277097
0.145147	0.659080	0.647951	0.276438
0.136149	0.655729	0.646848	0.275432
0.136206	0.654098	0.646029	0.274696
0.140429	0.653056	0.644826	0.273541
0.135634	0.651819	0.644667	0.273386
0.142336	0.651355	0.643225	0.271920
0.133456	0.651165	0.643978	0.272694
0.145318	0.652054	0.642758	0.271656
0.125237	0.656615	0.644046	0.272800
0.149628	0.657736	0.641726	0.270887
0.116921	0.670811	0.644246	0.273036
0.138043	0.650085	0.643470	0.272267
1.338657	1.099390	0.337652	0.142771
1.256982	0.960428	0.422260	0.191785
1.196929	0.867586	0.539740	0.220194
1.146495	0.810689	0.555731	0.224169
1.098373	0.767490	0.549227	0.221316
1.051754	0.741559	0.569506	0.226048
1.002415	0.720106	0.581033	0.229246
0.961365	0.705971	0.586287	0.231753
0.926836	0.695552	0.589022	0.232816
0.902567	0.684390	0.588758	0.232102
0.883186	0.675606	0.587752	0.231309
0.878578	0.669120	0.585794	0.229771
0.877520	0.661516	0.584357	0.228749
0.891495	0.656402	0.583247	0.227753
0.901912	0.651159	0.580998	0.226423
0.927211	0.647795	0.577380	0.223463
0.914748	0.644762	0.572960	0.221327
1.013786	0.652648	0.560046	0.213048
0.895824	0.660902	0.570483	0.219339
0.959437	0.646735	0.568040	0.218132
0.897661	0.641251	0.562583	0.215158
0.887973	0.641202	0.562992	0.215047
0.960452	0.638830	0.556975	0.212202
0.942574	0.635921	0.557009	0.211996
0.963467	0.635121	0.554584	0.210687
0.954713	0.633878	0.554886	0.210738
0.954702	0.633674	0.555361	0.211091
0.946892	0.633008	0.555839	0.211235
0.940852	0.632164	0.556229	0.211391
0.941104	0.631873	0.556657	0.211533
0.944459	0.631422	0.555941	0.210944
0.939042	0.630471	0.557656	0.211677
0.937471	0.630089	0.555563	0.210438
0.923875	0.629588	0.560106	0.212524
0.948852	0.631317	0.543699	0.204043
0.889643	0.638168	0.570799	0.217910
1.095850	0.688164	0.236640	0.120310
0.857881	0.707298	0.566404	0.215761
0.700676	0.646428	0.576185	0.220947
0.926066	0.661822	0.564592	0.214760
0.702035	0.653831	0.564198	0.214593
0.733128	0.644881	0.569484	0.217445
0.831663	0.632303	0.565504	0.215462
0.833760	0.629183	0.561661	0.213322
0.851520	0.629032	0.565185	0.215424
0.884241	0.627658	0.565331	0.215597
0.878997	0.626597	0.564726	0.215339
0.870625	0.626410	0.566553	0.216268
0.867692	0.626318	0.566994	0.216640
0.858678	0.626009	0.567489	0.216958
0.854757	0.625962	0.568045	0.217278
0.853809	0.625583	0.568572	0.217735
0.852190	0.625634	0.568841	0.218076
0.848454	0.625343	0.569276	0.218369
0.853409	0.625409	0.568718	0.218063
0.844985	0.624986	0.569223	0.218347
0.848539	0.625072	0.568402	0.217867
0.840612	0.625053	0.569168	0.218370
0.849753	0.624968	0.568098	0.217912
0.834721	0.625122	0.569356	0.218314
0.858251	0.626901	0.566391	0.216913
0.822558	0.630707	0.570264	0.218278
0.900651	0.643427	0.547013	0.209975
0.834920	0.669895	0.572234	0.218919
0.888295	0.654191	0.566907	0.217141
0.707651	0.662559	0.570207	0.218318
0.718851	0.627109	0.570233	0.218265
0.770711	0.626013	0.566206	0.216090
0.772195	0.634574	0.569567	0.218126
0.835512	0.629094	0.566542	0.216615
0.806101	0.626467	0.568697	0.217911
0.822527	0.625131	0.567940	0.217931
0.799937	0.624036	0.568730	0.218150
0.807966	0.623790	0.568058	0.218113
0.793994	0.623566	0.568648	0.218192
1.411665	1.358428	0.694293	0.220954
1.306003	1.143158	0.693547	0.220518
1.239712	0.993087	0.690301	0.218995
1.184584	0.892052	0.684635	0.215816
1.136687	0.824338	0.678026	0.211654
1.090924	0.782167	0.668973	0.204345
1.050812	0.748737	0.656205	0.194437
1.016914	0.728176	0.648375	0.189245
0.989558	0.710039	0.644263	0.186653
0.964880	0.695274	0.642794	0.185710
0.949269	0.685205	0.641221	0.184473
0.935033	0.677260	0.639311	0.183014
0.929960	0.670268	0.637809	0.181937
0.922814	0.663333	0.634012	0.179234
0.921255	0.658436	0.631001	0.177479
0.918709	0.654703	0.628768	0.176299
0.921504	0.651004	0.627451	0.175405
0.926652	0.648920	0.627004	0.175071
0.934870	0.646110	0.626201	0.174249
0.935781	0.643346	0.625862	0.174072
0.969120	0.643320	0.625561	0.173357
0.921972	0.644634	0.628329	0.175552
1.077023	0.670445	0.625343	0.173583
0.875913	0.666829	0.626587	0.174318
0.873598	0.640295	0.628241	0.175406
0.957681	0.646688	0.625139	0.173413
0.873042	0.643431	0.626014	0.173929
0.908655	0.635786	0.626601	0.174293
0.963174	0.637116	0.624207	0.173323
0.933866	0.634690	0.624370	0.173331
0.955390	0.633000	0.623777	0.173086
0.959468	0.632485	0.622822	0.172763
0.942510	0.631648	0.622820	0.172637
0.953446	0.631938	0.621968	0.172387
0.934797	0.630738	0.622111	0.172369
0.943122	0.630480	0.621396	0.172005
0.937338	0.629862	0.621272	0.171902
0.943289	0.629811	0.620601	0.171560
0.940235	0.628932	0.620128	0.171276
0.939216	0.628777	0.619743	0.171130
0.933474	0.628442	0.619421	0.170890
0.938366	0.628389	0.618753	0.170442
0.926264	0.627840	0.619374	0.170877
0.948228	0.629500	0.616837	0.170155
0.906305	0.634124	0.623253	0.172569
1.041275	0.664489	0.593681	0.155523
0.933701	0.696886	0.624089	0.172882
0.863313	0.634644	0.623344	0.172693
0.802107	0.629576	0.620039	0.171071
0.786551	0.641295	0.622797	0.172620
0.868565	0.628067	0.621531	0.171892
0.879395	0.626471	0.621312	0.171984
0.897252	0.625735	0.621958	0.172231
0.911622	0.626387	0.621471	0.172578
0.888284	0.625074	0.622150	0.172547
0.887492	0.625665	0.621729	0.172730
0.864198	0.625308	0.621942	0.172442
0.871622	0.625190	0.620957	0.172477
0.860752	0.624775	0.621399	0.172305
0.871719	0.624499	0.620490	0.172780
0.859171	0.625124	0.621348	0.172282
0.879185	0.625727	0.619697	0.172763
0.849251	0.627870	0.621892	0.172411
0.907829	0.636357	0.617256	0.172231
0.855172	0.655634	0.623851	0.172922
0.963500	0.670382	0.617344	0.172698
0.806196	0.683983	0.622451	0.172336
0.760678	0.625887	0.622169	0.172516
0.753549	0.624961	0.619589	0.172216
0.758826	0.636813	0.621749	0.172385
0.823865	0.626021	0.619610	0.172325
0.810069	0.624950	0.620637	0.172285
0.831810	0.623197	0.619740	0.172290
0.827043	0.622767	0.619475	0.172146
0.825782	0.622329	0.619515	0.172138
1.430442	1.168992	0.555547	0.232569
1.296627	0.996886	0.579073	0.242609
1.204326	0.881162	0.593679	0.248873
1.144459	0.815124	0.602882	0.254647
1.104223	0.772119	0.605099	0.259981
1.070982	0.741468	0.612349	0.265999
1.038608	0.721322	0.619809	0.270033
1.011888	0.707028	0.621704	0.272227
0.986463	0.694739	0.622519	0.273392
0.963664	0.685936	0.621888	0.273380
0.940933	0.678254	0.620942	0.273442
0.922586	0.670268	0.618420	0.272789
0.911215	0.665103	0.614587	0.271713
0.903267	0.660368	0.612252	0.271567
0.906267	0.655082	0.611439	0.271932
0.905389	0.651139	0.612337	0.272693
0.924514	0.649285	0.614052	0.274779
0.911749	0.645836	0.615403	0.274036
0.952042	0.648375	0.622901	0.282166
0.871030	0.651255	0.618323	0.273817
1.009838	0.664716	0.620789	0.280392
0.826746	0.657879	0.615817	0.273316
0.854767	0.642193	0.614351	0.270639
0.918942	0.644720	0.613325	0.274007
0.860512	0.642956	0.613233	0.272181
0.910130	0.637918	0.612595	0.271824
0.915987	0.636288	0.611727	0.272746
0.903378	0.635688	0.610399	0.268472
0.931854	0.635697	0.608581	0.269555
0.902261	0.634348	0.607022	0.264480
0.931510	0.635507	0.607290	0.269090
0.883653	0.635594	0.605549	0.261814
0.947326	0.639781	0.606240	0.270360
0.866846	0.645552	0.604680	0.259251
0.964777	0.647901	0.604485	0.268929
0.839518	0.648665	0.604143	0.259780
0.886732	0.633861	0.604208	0.263429
0.856343	0.631251	0.603952	0.264661
0.874588	0.630162	0.603894	0.263335
0.903446	0.630253	0.604099	0.267844
0.885330	0.629473	0.603364	0.262188
0.907067	0.630673	0.603754	0.268128
0.867784	0.630127	0.602871	0.259911
0.905215	0.632155	0.603289	0.269546
0.848835	0.635680	0.602587	0.257659
0.934173	0.642492	0.601376	0.268152
0.842067	0.652916	0.602560	0.256871
0.912237	0.643844	0.603211	0.268237
0.794589	0.643622	0.602507	0.257931
0.841778	0.629367	0.602739	0.261782
0.827108	0.627405	0.602943	0.262854
0.846121	0.626506	0.602626	0.260844
0.870726	0.627025	0.602874	0.264208
0.851669	0.626316	0.602140	0.258656
0.873389	0.628031	0.602201	0.264270
0.833607	0.628341	0.601811	0.256003
0.875077	0.631718	0.600862	0.266071
0.819878	0.638109	0.601600	0.254081
0.901393	0.644573	0.599704	0.269153
0.810013	0.658822	0.601580	0.253503
0.867753	0.642708	0.601631	0.261451
0.751692	0.645613	0.601398	0.253925
0.798368	0.626957	0.601235	0.256458
0.785749	0.626319	0.601157	0.255826
0.814562	0.624613	0.600993	0.255592
0.830092	0.623960	0.600391	0.255859
0.829233	0.623742	0.600702	0.254118
0.833527	0.624403	0.600206	0.254847
0.809332	0.624676	0.600455	0.251817
0.827524	0.626390	0.599634	0.255151
0.793628	0.631753	0.600780	0.250369
0.867820	0.642364	0.591401	0.252307
0.817891	0.666956	0.601350	0.249869
0.902976	0.669969	0.596416	0.251589
0.736425	0.686193	0.600606	0.249236
1.497936	1.041988	0.305566	0.044391
1.384714	0.913111	0.284327	0.044624
1.313189	0.841155	0.335517	0.054516
1.254193	0.792926	0.556418	0.083005
1.194901	0.756792	0.604444	0.092023
1.142141	0.730911	0.622826	0.096593
1.095807	0.711568	0.629099	0.099192
1.059023	0.700248	0.632105	0.101016
1.029360	0.688274	0.633952	0.101957
1.002163	0.680508	0.634744	0.102419
0.983026	0.673674	0.635254	0.103077
0.971059	0.668064	0.635256	0.103372
0.957012	0.662998	0.634797	0.102875
0.952301	0.659580	0.635120	0.102772
0.934582	0.655448	0.633871	0.102171
0.939354	0.652924	0.634076	0.102276
0.914471	0.649824	0.634496	0.102424
0.958164	0.649314	0.637277	0.103646
0.896315	0.647108	0.633577	0.101743
0.992390	0.650832	0.636659	0.103582
0.886016	0.647733	0.631710	0.100546
0.948004	0.642123	0.630587	0.100206
0.939897	0.639025	0.628727	0.099564
0.941448	0.636819	0.625261	0.097640
0.982935	0.636316	0.620487	0.095995
0.964086	0.634709	0.618577	0.094972
0.996414	0.634883	0.616546	0.094557
0.956570	0.633806	0.617676	0.094559
1.009609	0.637186	0.616442	0.094775
0.930422	0.639172	0.618217	0.094681
1.020343	0.644687	0.618637	0.095444
0.891988	0.643637	0.618850	0.094948
0.939438	0.633768	0.619753	0.095414
0.914105	0.631135	0.620898	0.095876
0.924505	0.630588	0.621438	0.095974
0.958524	0.630619	0.623187	0.096644
0.936546	0.629334	0.623583	0.096816
0.957271	0.630108	0.625980	0.097959
0.919088	0.629790	0.621977	0.095911
0.948931	0.631813	0.625640	0.097427
0.895447	0.635457	0.617970	0.094368
0.984167	0.645014	0.627935	0.098725
0.879328	0.655493	0.615029	0.093108
0.918803	0.637824	0.615861	0.093768
0.820487	0.633344	0.613956	0.092994
0.852764	0.627769	0.612958	0.092580
0.889206	0.627060	0.613761	0.093086
0.887438	0.627113	0.612413	0.092436
0.925223	0.628280	0.612871	0.093086
0.890065	0.626968	0.611436	0.092174
0.914838	0.629203	0.613484	0.093789
0.866093	0.631141	0.611244	0.092077
