D-loss	G-loss	AUC	AP
0.080580	0.448586	0.662157	0.310293
0.083534	0.446104	0.661939	0.310508
0.079634	0.441459	0.661902	0.310635
0.083039	0.440449	0.661054	0.310032
0.078930	0.436059	0.660937	0.310170
0.080978	0.433660	0.660743	0.310326
0.078977	0.429499	0.660250	0.310089
0.078312	0.427678	0.660044	0.309949
0.080104	0.423660	0.659251	0.309314
0.075504	0.421912	0.659341	0.309584
0.082742	0.420871	0.658159	0.308918
0.775201	1.197151	0.474921	0.061818
0.706678	1.062980	0.610491	0.097763
0.641088	0.975914	0.671427	0.117710
0.582196	0.928334	0.669262	0.116488
0.530744	0.898883	0.668638	0.115948
0.483635	0.878804	0.668172	0.115694
0.439181	0.854707	0.664241	0.114831
0.398377	0.830567	0.665600	0.114818
0.367376	0.816584	0.665951	0.114664
0.338401	0.801488	0.663457	0.113604
0.313656	0.796409	0.660555	0.112716
0.290532	0.786225	0.658682	0.112208
0.271413	0.778612	0.656963	0.111489
0.253851	0.770170	0.655517	0.111129
0.236812	0.759221	0.655253	0.111004
0.226326	0.750224	0.655396	0.111012
0.212469	0.740351	0.655084	0.110902
0.203475	0.730961	0.655429	0.110915
0.196105	0.721478	0.656108	0.111130
0.190114	0.712883	0.656220	0.111139
0.183532	0.703655	0.656653	0.111214
0.180249	0.696622	0.657387	0.111443
0.176360	0.689730	0.657765	0.111546
0.169504	0.680121	0.658008	0.111616
0.167535	0.675819	0.658046	0.111651
0.161823	0.666499	0.658117	0.111721
0.163358	0.663524	0.658458	0.111867
0.152844	0.657570	0.658484	0.111904
0.158627	0.650144	0.658572	0.111923
0.146747	0.642798	0.658550	0.111946
0.150325	0.634908	0.658533	0.111937
0.144806	0.624932	0.658568	0.111959
0.141518	0.616533	0.658572	0.111971
0.141492	0.607140	0.658586	0.111993
0.135420	0.601651	0.658594	0.112009
0.137501	0.594571	0.658578	0.111989
0.131980	0.587159	0.658577	0.111982
0.131658	0.579673	0.658561	0.111994
0.127858	0.573434	0.658548	0.112003
0.128842	0.570089	0.658541	0.112018
0.124130	0.559815	0.658546	0.112023
0.123933	0.556049	0.658588	0.112043
0.120565	0.551332	0.658587	0.112044
0.122819	0.546899	0.658603	0.112065
0.113651	0.542005	0.658573	0.112055
0.124665	0.542843	0.658290	0.111955
0.106177	0.553236	0.658577	0.112063
0.117946	0.527540	0.658828	0.112144
0.111737	0.516386	0.658580	0.112038
0.108150	0.513057	0.658601	0.112036
0.111639	0.506584	0.658346	0.111936
0.105062	0.500337	0.658061	0.111822
0.108708	0.493866	0.657979	0.111762
0.105251	0.486613	0.658291	0.111865
0.104875	0.483317	0.657998	0.111716
0.104397	0.477986	0.657646	0.111572
0.101864	0.474155	0.657655	0.111590
0.103187	0.472995	0.657310	0.111449
0.099422	0.466874	0.657039	0.111347
0.101273	0.463730	0.656684	0.111185
0.097771	0.460874	0.656673	0.111188
0.100992	0.457668	0.656016	0.110931
0.093096	0.455637	0.656095	0.110956
0.102217	0.454732	0.656169	0.111001
0.088800	0.454211	0.656249	0.111017
0.101478	0.448772	0.654827	0.110537
0.088885	0.445559	0.655460	0.110801
0.097264	0.440174	0.654510	0.110475
0.090882	0.436096	0.654495	0.110474
0.093012	0.433568	0.654449	0.110437
0.092658	0.430422	0.654098	0.110285
0.088946	0.427862	0.654086	0.110286
0.093137	0.425502	0.653689	0.110206
0.087116	0.422715	0.653749	0.110237
0.094373	0.422303	0.653063	0.110013
0.742276	0.965875	0.671960	0.285260
0.642223	0.873276	0.676481	0.289953
0.557175	0.825139	0.675302	0.288842
0.484455	0.795224	0.673571	0.286029
0.419765	0.772648	0.666933	0.281124
0.366106	0.756250	0.660976	0.277286
0.323870	0.747195	0.658322	0.275615
0.290554	0.738125	0.657630	0.274973
0.266353	0.729912	0.656676	0.274146
0.245384	0.716804	0.656422	0.273822
0.227942	0.707696	0.656503	0.273947
0.215213	0.696688	0.656430	0.273982
0.204852	0.689438	0.656732	0.274417
0.194595	0.676725	0.657648	0.275469
0.187948	0.668108	0.658466	0.276254
0.180055	0.661801	0.659663	0.277510
0.174074	0.653208	0.660462	0.278364
0.166541	0.647001	0.660945	0.279132
0.163166	0.641107	0.660836	0.279307
0.155201	0.635094	0.661084	0.279655
0.154895	0.629746	0.661501	0.280113
0.145356	0.626459	0.661948	0.280636
0.148414	0.617761	0.662434	0.281135
0.139213	0.613277	0.662858	0.281762
0.140518	0.604488	0.663169	0.282256
0.135111	0.602186	0.663540	0.282886
0.135049	0.592238	0.663741	0.283344
0.128779	0.587099	0.664215	0.283966
0.131116	0.583083	0.664512	0.284404
0.123881	0.573172	0.664657	0.284775
0.125586	0.566915	0.664800	0.285120
0.119651	0.562443	0.664862	0.285378
0.124301	0.557099	0.664838	0.285506
0.112524	0.558185	0.665031	0.285814
0.123551	0.551713	0.665074	0.285991
0.108837	0.544350	0.665179	0.286311
0.116156	0.533003	0.665299	0.286455
0.112950	0.529178	0.665230	0.286348
0.107891	0.523597	0.665400	0.286623
0.112127	0.520606	0.665628	0.286801
0.106584	0.515899	0.665777	0.286985
0.107479	0.510942	0.665857	0.286961
0.105186	0.507979	0.665705	0.286930
0.104973	0.502263	0.665530	0.286928
0.102975	0.498413	0.665527	0.287123
0.103395	0.496499	0.665273	0.286904
0.099637	0.490396	0.665325	0.287088
0.102064	0.488919	0.665047	0.286878
0.096456	0.484405	0.665107	0.287081
0.101929	0.482976	0.664730	0.286758
0.092932	0.481027	0.664805	0.286929
0.103058	0.478147	0.664445	0.286681
0.089150	0.479727	0.664588	0.286904
0.100248	0.471672	0.663978	0.286318
0.089420	0.466664	0.664079	0.286531
0.095466	0.460864	0.663805	0.286543
0.091844	0.459554	0.663719	0.286605
0.093976	0.456097	0.663553	0.286587
0.089566	0.452360	0.663552	0.286705
0.092241	0.448585	0.663123	0.286355
0.088407	0.446309	0.662883	0.286239
0.090913	0.442689	0.662215	0.285504
0.087699	0.440213	0.662152	0.285460
0.090243	0.437565	0.661689	0.285162
0.085605	0.434993	0.661707	0.285332
0.090804	0.433256	0.661419	0.285048
0.083318	0.430292	0.661394	0.285265
0.091089	0.429261	0.660565	0.284430
0.080941	0.427052	0.660704	0.284787
0.090401	0.424675	0.660197	0.284307
0.080034	0.421741	0.660351	0.284673
0.089120	0.419456	0.659649	0.284077
0.080603	0.416181	0.659619	0.284232
0.086932	0.414171	0.659036	0.283730
0.081230	0.411978	0.659121	0.283997
1.523360	1.396585	0.662417	0.292373
1.279956	1.097340	0.662397	0.292057
1.120754	0.897784	0.654584	0.287975
1.003184	0.772595	0.645087	0.281974
0.916580	0.695792	0.639321	0.277239
0.844566	0.646285	0.635397	0.273742
0.778594	0.612424	0.631064	0.269255
0.718587	0.584244	0.627282	0.264080
0.659942	0.557620	0.624391	0.260450
0.613022	0.537554	0.621038	0.257666
0.572733	0.521005	0.619014	0.255661
0.538499	0.503437	0.617030	0.253475
0.510206	0.488931	0.614900	0.251615
0.485851	0.476571	0.607004	0.244826
0.467023	0.463753	0.605131	0.243321
0.454141	0.455898	0.603301	0.241829
0.439123	0.446703	0.601776	0.240454
0.430511	0.438733	0.599869	0.238860
0.421732	0.432638	0.598684	0.237658
0.410770	0.425262	0.597957	0.236940
0.410927	0.421559	0.597261	0.236340
0.398108	0.416345	0.596848	0.236055
0.396719	0.413722	0.596146	0.235543
0.388566	0.408115	0.595332	0.234968
0.383646	0.405049	0.594702	0.234556
0.379856	0.401276	0.594053	0.234047
0.382945	0.398625	0.593587	0.233684
0.368063	0.394461	0.593776	0.233819
0.379313	0.392928	0.591809	0.232209
0.359711	0.389650	0.592418	0.232768
0.386394	0.388828	0.589341	0.230399
0.340531	0.385828	0.591902	0.232212
0.403392	0.388267	0.587149	0.228533
0.332213	0.382229	0.590162	0.230630
0.377234	0.381025	0.588016	0.228876
0.351097	0.375569	0.586965	0.228201
0.358246	0.373425	0.586272	0.227711
0.367402	0.371981	0.585072	0.226914
0.355766	0.369585	0.585477	0.227167
0.376774	0.369249	0.582623	0.225350
0.348818	0.366277	0.585533	0.227251
0.401886	0.370190	0.579840	0.223535
0.332528	0.369555	0.586931	0.228243
0.412212	0.372542	0.580116	0.223770
0.313774	0.371200	0.584712	0.226844
0.356403	0.363957	0.582835	0.225687
0.364753	0.361450	0.579668	0.223677
0.352897	0.359534	0.581599	0.224863
0.413467	0.361597	0.577409	0.222402
0.355599	0.359217	0.581875	0.225090
0.420318	0.362164	0.576812	0.222042
0.336420	0.362430	0.581262	0.224711
0.385917	0.358567	0.578447	0.223010
0.345886	0.355311	0.578533	0.223060
0.384182	0.353707	0.576867	0.222053
0.386618	0.352143	0.576998	0.222090
0.408605	0.351866	0.574438	0.220515
0.383875	0.350992	0.577776	0.222528
0.436745	0.355104	0.571268	0.218763
0.367688	0.361375	0.580661	0.224439
0.454269	0.363850	0.571934	0.219075
0.315053	0.376200	0.578309	0.222878
0.291265	0.355554	0.582046	0.225485
0.471222	0.371493	0.569204	0.217380
0.353261	0.385693	0.576315	0.221595
0.256080	0.369208	0.583954	0.226751
0.419108	0.365263	0.576066	0.221485
0.263714	0.365088	0.575445	0.221048
0.292296	0.357010	0.577602	0.222465
0.401893	0.353283	0.571938	0.219048
0.356044	0.349663	0.573328	0.219901
0.385230	0.346597	0.573317	0.219829
0.407501	0.347433	0.570678	0.218327
0.379459	0.346731	0.572989	0.219581
0.402226	0.346905	0.570632	0.218195
1.522954	1.086448	0.306973	0.090047
1.370903	0.898212	0.279017	0.085917
1.262888	0.782427	0.313619	0.090266
1.170253	0.709292	0.648638	0.198787
1.080357	0.656547	0.668253	0.205789
0.991253	0.618743	0.673104	0.207903
0.906238	0.590943	0.674718	0.208065
0.839357	0.568529	0.674548	0.207379
0.784113	0.550753	0.672896	0.206375
0.735195	0.537987	0.669564	0.204392
0.693387	0.525904	0.666708	0.202708
0.652234	0.512605	0.664105	0.200887
0.625617	0.501359	0.661691	0.199271
0.595392	0.489731	0.659172	0.197494
0.571321	0.479745	0.657317	0.196072
0.556090	0.473113	0.656510	0.195353
0.536757	0.462862	0.655708	0.194660
0.516922	0.454323	0.655589	0.194382
0.508272	0.447838	0.655424	0.194065
0.490417	0.441942	0.654882	0.193649
0.481077	0.435088	0.654763	0.193543
0.470252	0.428788	0.654174	0.193190
0.459807	0.424301	0.653639	0.192946
0.455184	0.420828	0.652032	0.191877
0.443885	0.414516	0.650723	0.191091
0.435820	0.409880	0.648726	0.189732
0.428437	0.405887	0.647509	0.188960
0.423040	0.401319	0.646218	0.188196
0.417134	0.396420	0.645317	0.187666
0.414656	0.394661	0.645383	0.187731
0.409168	0.391121	0.645169	0.187588
0.403018	0.388432	0.645563	0.187830
0.401681	0.385257	0.645612	0.187658
0.389320	0.382759	0.647047	0.188426
0.408418	0.382159	0.642202	0.185323
0.350153	0.380859	0.648287	0.189146
0.490778	0.399352	0.635358	0.180851
0.349006	0.406500	0.641934	0.185225
0.301415	0.386960	0.649845	0.190152
0.447934	0.399163	0.641350	0.185004
0.291124	0.385724	0.641262	0.184971
0.297484	0.379107	0.644979	0.187288
0.368895	0.373922	0.641343	0.185054
0.358182	0.367979	0.637600	0.182493
0.349920	0.365080	0.637610	0.182502
0.368354	0.363172	0.637300	0.182332
0.380107	0.362680	0.635433	0.180964
0.364364	0.360304	0.635780	0.181179
0.371548	0.359759	0.635301	0.180882
0.368717	0.358831	0.634537	0.180246
0.368590	0.358176	0.634098	0.179976
0.372575	0.357152	0.633264	0.179497
0.373822	0.356063	0.632952	0.179323
0.371341	0.354919	0.632587	0.179115
0.374872	0.354268	0.631779	0.178803
0.374312	0.353677	0.631279	0.178486
0.378866	0.353086	0.630797	0.178187
0.373689	0.352122	0.630534	0.177987
0.378704	0.352017	0.629128	0.177067
0.373626	0.351057	0.629954	0.177501
0.392641	0.351933	0.627443	0.175976
0.356846	0.351494	0.633036	0.179336
0.441283	0.360797	0.621597	0.172419
0.376529	0.379086	0.636213	0.181301
0.305488	0.354097	0.638688	0.183000
0.404819	0.365723	0.625021	0.174391
0.285663	0.389945	0.630742	0.177859
0.247151	0.368298	0.638507	0.182887
0.450418	0.374266	0.625029	0.174267
0.280471	0.383693	0.628799	0.176764
0.249200	0.373399	0.636928	0.181721
0.340349	0.354882	0.632443	0.178940
0.311886	0.350231	0.627409	0.175826
0.322804	0.349851	0.627319	0.175792
0.376973	0.347245	0.624732	0.174050
1.353312	1.054477	0.685723	0.325152
1.197851	0.868258	0.684671	0.326639
1.078373	0.756815	0.681125	0.325476
0.976179	0.683602	0.675134	0.321936
0.897225	0.634120	0.670020	0.318811
0.831844	0.601540	0.665371	0.315525
0.770698	0.572290	0.661268	0.312125
0.708255	0.545760	0.657313	0.309154
0.663915	0.526482	0.654085	0.306939
0.619698	0.508823	0.651750	0.305336
0.584924	0.494698	0.650230	0.304052
0.554706	0.482714	0.649577	0.303476
0.528682	0.473216	0.648985	0.302813
0.507579	0.465476	0.648098	0.301929
0.488964	0.455314	0.646547	0.299754
0.464543	0.448133	0.645020	0.297940
0.456810	0.440768	0.642089	0.295146
0.428420	0.431338	0.638476	0.291617
0.432804	0.426422	0.634325	0.287793
0.406931	0.418134	0.631871	0.285233
0.423669	0.414573	0.628773	0.282529
0.385130	0.407256	0.629795	0.283380
0.422605	0.406671	0.627381	0.281385
0.372929	0.399679	0.629559	0.283092
0.411175	0.399607	0.628103	0.281848
0.367174	0.392117	0.628773	0.282434
0.394344	0.391690	0.627181	0.280963
0.371330	0.386133	0.626970	0.280977
0.386349	0.384213	0.625105	0.279138
0.368287	0.381093	0.625665	0.279734
0.396046	0.381138	0.623118	0.277507
0.353052	0.378244	0.625931	0.279756
0.419903	0.382595	0.622059	0.277116
0.334003	0.380769	0.625362	0.279342
0.377518	0.375682	0.624277	0.278683
0.357247	0.372412	0.623096	0.277777
0.354358	0.369299	0.623242	0.277835
0.393249	0.368668	0.621037	0.276674
0.354878	0.365394	0.622915	0.277559
0.411195	0.368554	0.619689	0.275678
0.338668	0.367519	0.623152	0.277711
0.407556	0.368679	0.619988	0.275875
0.323868	0.366518	0.622555	0.277549
0.387957	0.364043	0.620076	0.276014
0.339322	0.360914	0.621281	0.276893
0.391375	0.360380	0.619175	0.275324
0.350004	0.358128	0.621008	0.276883
0.408818	0.360487	0.617390	0.273468
0.338062	0.360164	0.621131	0.276709
0.413642	0.361547	0.617245	0.273372
0.322759	0.363370	0.620815	0.276474
0.381056	0.357539	0.618287	0.274400
0.334215	0.355245	0.619069	0.275246
0.380120	0.353702	0.617323	0.273560
0.366588	0.351514	0.617847	0.274012
0.400596	0.352213	0.616112	0.271992
0.357813	0.352501	0.619334	0.275413
0.439490	0.360323	0.616392	0.271181
0.339101	0.377888	0.620400	0.275986
0.314891	0.353579	0.621781	0.277108
0.401127	0.361374	0.616167	0.271382
0.303771	0.382099	0.618272	0.274401
0.276023	0.357001	0.622489	0.277709
0.505912	0.387869	0.616528	0.269204
0.343808	0.409119	0.616826	0.272928
0.221171	0.405782	0.624322	0.278703
0.210215	0.364879	0.627764	0.281190
0.430854	0.381745	0.617673	0.273684
0.213312	0.386460	0.617376	0.273437
0.231593	0.386033	0.619925	0.275762
0.244599	0.357062	0.621842	0.277281
0.376883	0.359992	0.617345	0.273249
0.287169	0.355010	0.616893	0.272503
0.308545	0.350453	0.617183	0.273361
0.367210	0.349331	0.616079	0.271710
1.486005	1.364544	0.643520	0.105065
1.272357	1.063143	0.640946	0.103526
1.126645	0.859288	0.636271	0.101399
1.045532	0.744993	0.633225	0.100304
0.994644	0.679756	0.632954	0.100276
0.952103	0.641152	0.635563	0.101377
0.912051	0.614311	0.638257	0.102649
0.858315	0.593193	0.640267	0.103481
0.804344	0.571136	0.641408	0.104063
0.754557	0.554154	0.642071	0.104387
0.716606	0.537471	0.642511	0.104593
0.687347	0.526675	0.642839	0.104752
0.654813	0.515762	0.642372	0.104475
0.630505	0.505354	0.641999	0.104237
0.612257	0.498756	0.641180	0.103856
0.591685	0.488393	0.639959	0.103285
0.571459	0.478471	0.638511	0.102665
0.553071	0.468284	0.636273	0.101702
0.541555	0.459995	0.635006	0.101164
0.521219	0.451826	0.634839	0.101115
0.521900	0.447495	0.633413	0.100341
0.494961	0.439694	0.633480	0.100327
0.496162	0.436830	0.633041	0.100104
0.475996	0.431783	0.633299	0.100206
0.474570	0.427185	0.632727	0.099870
0.459989	0.423402	0.633087	0.100068
0.456988	0.419362	0.632480	0.099809
0.443312	0.414528	0.632552	0.099860
0.447301	0.412916	0.631341	0.099218
0.425366	0.406585	0.631462	0.099295
0.443668	0.405839	0.629396	0.098470
0.407808	0.400036	0.631360	0.099435
0.454675	0.403183	0.626551	0.097313
0.388032	0.397296	0.630782	0.099329
0.443142	0.398376	0.627524	0.097896
0.389031	0.389934	0.628923	0.098673
0.415648	0.388757	0.626894	0.097614
0.405272	0.385113	0.626265	0.097420
0.402886	0.381855	0.625874	0.097276
0.404918	0.380154	0.624563	0.096736
0.395651	0.378452	0.625244	0.097054
0.409611	0.377057	0.622587	0.096005
0.376280	0.374041	0.626355	0.097598
0.432553	0.379028	0.618884	0.094753
0.349300	0.379787	0.628219	0.098605
0.418423	0.378227	0.622662	0.096222
0.334646	0.373067	0.625393	0.097335
0.384507	0.370499	0.621084	0.095532
0.361435	0.366425	0.620896	0.095444
0.384786	0.364867	0.618287	0.094645
0.372761	0.362400	0.619330	0.094935
0.396733	0.362868	0.615745	0.093434
0.358866	0.361012	0.620816	0.095401
0.428156	0.366321	0.609981	0.091386
0.342335	0.370775	0.621594	0.095652
0.386975	0.363395	0.617701	0.094274
0.328889	0.360761	0.617724	0.094230
0.372312	0.357937	0.613578	0.092566
0.370917	0.354724	0.613313	0.092423
0.400426	0.354658	0.609984	0.091320
0.374515	0.353003	0.614212	0.092760
0.425589	0.356930	0.606058	0.090344
0.349683	0.363449	0.618961	0.094622
0.437734	0.363450	0.607420	0.090764
0.304982	0.373866	0.617105	0.093817
0.312651	0.354687	0.619619	0.094941
0.457738	0.369511	0.602290	0.089209
0.349446	0.387679	0.613359	0.092491
0.259266	0.369806	0.625443	0.097210
0.441219	0.374959	0.610740	0.091597
0.247974	0.381183	0.612115	0.092125
0.250533	0.372633	0.619753	0.094998
0.333226	0.353887	0.616007	0.093501
0.353770	0.351670	0.607136	0.090785
0.332471	0.351783	0.608763	0.091217
1.423751	1.053357	0.686763	0.296539
1.256337	0.861844	0.703433	0.324368
1.142933	0.753215	0.684170	0.314108
1.047955	0.688512	0.673977	0.306491
0.965392	0.645611	0.665997	0.300057
0.897049	0.610274	0.660789	0.294077
0.838930	0.585809	0.658353	0.289721
0.781190	0.567334	0.657532	0.287608
0.736099	0.548706	0.656144	0.285093
0.688755	0.530597	0.654632	0.283183
0.650708	0.516078	0.652593	0.280755
0.618369	0.502782	0.650024	0.277588
0.592283	0.492058	0.648094	0.274962
0.566639	0.481726	0.644771	0.271069
0.539317	0.468900	0.642141	0.268197
0.523689	0.461812	0.638834	0.264940
0.504258	0.452899	0.635758	0.262213
0.487799	0.443371	0.632515	0.259566
0.473330	0.436045	0.630886	0.258157
0.466596	0.431314	0.629322	0.256612
0.456985	0.423006	0.627055	0.254835
0.449529	0.416484	0.625315	0.253452
0.456505	0.412072	0.623130	0.251814
0.438913	0.405164	0.623707	0.252243
0.453259	0.403255	0.620928	0.249942
0.419423	0.397897	0.623491	0.251913
0.471923	0.401008	0.618868	0.248390
0.393061	0.395392	0.623951	0.252254
0.454137	0.395779	0.620348	0.249378
0.394758	0.388886	0.621991	0.250543
0.418525	0.386039	0.621508	0.250295
0.415293	0.383215	0.619756	0.248888
0.410166	0.379598	0.619027	0.248499
0.426578	0.378457	0.616346	0.246469
0.405319	0.374743	0.617218	0.247181
0.439799	0.375269	0.614603	0.245628
0.391541	0.371971	0.617121	0.247317
0.468583	0.377395	0.612705	0.244786
0.373860	0.376141	0.616076	0.246624
0.429323	0.372178	0.614291	0.245665
0.389198	0.366819	0.613461	0.245376
0.407993	0.364351	0.612569	0.244590
0.431413	0.362756	0.611006	0.243478
0.423980	0.360691	0.611060	0.243486
0.443462	0.360806	0.610380	0.243464
0.415542	0.359187	0.610899	0.243253
0.463156	0.361147	0.609937	0.243899
0.399484	0.361859	0.612909	0.244768
0.506863	0.368472	0.608994	0.243077
0.376322	0.375650	0.611406	0.243726
0.365751	0.359320	0.613837	0.245409
0.496929	0.369469	0.608351	0.242204
0.373349	0.377982	0.609879	0.242917
0.335337	0.360412	0.614435	0.245760
0.539065	0.376620	0.607498	0.241848
0.353181	0.379157	0.608436	0.242172
0.311359	0.368595	0.613389	0.244739
0.435533	0.361552	0.609218	0.242178
0.349046	0.355557	0.607872	0.241776
0.377000	0.353283	0.607794	0.241518
0.438246	0.351572	0.605619	0.240266
0.433669	0.349205	0.604777	0.239638
0.445333	0.348723	0.604513	0.239365
0.443390	0.348767	0.604200	0.239206
0.428271	0.348301	0.604140	0.239037
0.435704	0.348350	0.603637	0.238803
0.427034	0.347591	0.603910	0.239062
0.440668	0.347572	0.603475	0.238638
0.428450	0.346807	0.603667	0.238854
0.441560	0.347102	0.602979	0.238054
0.422490	0.346441	0.603642	0.238790
0.449999	0.347650	0.602718	0.237709
0.405822	0.348265	0.604690	0.239329
0.481162	0.353736	0.602605	0.236469
0.401229	0.365672	0.607117	0.240562
0.701629	1.245146	0.508556	0.176735
0.629964	1.106103	0.566178	0.223159
0.565707	1.024607	0.638200	0.280056
0.507788	0.979019	0.640388	0.278809
0.455894	0.950364	0.640792	0.278967
0.409594	0.920012	0.641151	0.278844
0.366823	0.877641	0.641400	0.278890
0.329139	0.832200	0.641790	0.278831
0.299626	0.799797	0.641983	0.278743
0.279586	0.779969	0.641422	0.278288
0.264793	0.762250	0.640290	0.277473
0.247503	0.747549	0.639467	0.276792
0.234525	0.735891	0.639525	0.276833
0.223184	0.722725	0.638820	0.276241
0.213392	0.709913	0.638797	0.276145
0.205290	0.702219	0.638803	0.276071
0.194835	0.686767	0.638748	0.275914
0.187975	0.676520	0.638512	0.275742
0.181505	0.666908	0.638359	0.275672
0.175160	0.661079	0.638445	0.275771
0.172583	0.656642	0.638502	0.275832
0.166812	0.648784	0.638715	0.276011
0.163079	0.638910	0.638915	0.276190
0.158108	0.631212	0.639115	0.276396
0.157562	0.628662	0.639235	0.276523
0.151858	0.621936	0.639300	0.276606
0.152190	0.615287	0.639319	0.276627
0.145187	0.613650	0.639383	0.276692
0.147744	0.607003	0.639412	0.276696
0.137923	0.603844	0.639557	0.276841
0.144126	0.599806	0.639565	0.276832
0.134666	0.590725	0.639597	0.276896
0.135979	0.581408	0.639631	0.276935
0.132426	0.577485	0.639684	0.276986
0.128963	0.571300	0.639719	0.276989
0.129858	0.567120	0.639741	0.277000
0.124681	0.559621	0.639752	0.277004
0.125945	0.554321	0.639621	0.276897
0.119775	0.547262	0.639617	0.276876
0.123611	0.541854	0.639486	0.276706
0.115030	0.539674	0.639654	0.276864
0.121673	0.534542	0.639429	0.276562
0.110751	0.530038	0.639459	0.276655
0.118123	0.522684	0.638926	0.276186
0.109056	0.518370	0.639239	0.276523
0.113467	0.512944	0.638992	0.276264
0.107997	0.509066	0.638999	0.276287
0.109341	0.504205	0.638850	0.276145
0.104391	0.500676	0.638854	0.276171
0.108280	0.498890	0.638418	0.275795
0.101920	0.494509	0.638498	0.275865
0.106519	0.490892	0.637950	0.275403
0.097983	0.487785	0.638213	0.275632
0.105603	0.485230	0.637513	0.275003
0.095004	0.479970	0.637510	0.275024
0.103019	0.475381	0.636943	0.274576
0.095199	0.467969	0.636926	0.274560
0.099440	0.466150	0.636602	0.274241
0.094752	0.461031	0.636440	0.274143
0.096972	0.457177	0.636099	0.273772
0.092343	0.454372	0.636046	0.273756
0.096861	0.452104	0.635592	0.273380
0.089922	0.447127	0.635762	0.273517
0.095194	0.446275	0.635129	0.273009
0.087289	0.442392	0.635219	0.273064
0.094772	0.441240	0.634522	0.272558
0.085758	0.437728	0.634799	0.272766
0.093810	0.437050	0.633761	0.271890
0.083696	0.433149	0.634361	0.272425
0.091973	0.431431	0.632935	0.271037
0.082044	0.429909	0.633441	0.271509
0.091251	0.426701	0.632357	0.270243
0.082375	0.423251	0.632779	0.270780
0.087718	0.420410	0.632114	0.270045
0.083204	0.416090	0.631866	0.269785
0.939584	0.966014	0.288076	0.086936
0.796748	0.850129	0.502956	0.144127
0.675827	0.780141	0.618211	0.177614
0.576000	0.741676	0.638211	0.187342
0.499693	0.714918	0.650041	0.194294
0.437645	0.699315	0.659958	0.200663
0.388330	0.683703	0.669060	0.207185
0.349221	0.671931	0.672996	0.210311
0.316107	0.661027	0.676943	0.213456
0.286977	0.650523	0.679152	0.215171
0.261429	0.644862	0.679937	0.215575
0.238667	0.634513	0.679513	0.215338
0.220058	0.630791	0.679096	0.215016
0.203238	0.626491	0.678273	0.214426
0.187452	0.617736	0.678019	0.214069
0.176306	0.614747	0.678131	0.213907
0.165336	0.605899	0.678420	0.213934
0.156176	0.602410	0.678511	0.213822
0.148215	0.592983	0.678371	0.213408
0.140480	0.588504	0.677870	0.212967
0.135251	0.580422	0.678024	0.212974
0.129008	0.572592	0.678682	0.213365
0.126026	0.569247	0.679321	0.213776
0.122756	0.561512	0.679768	0.214232
0.119132	0.554467	0.680048	0.214409
0.117739	0.551745	0.680144	0.214432
0.115797	0.547366	0.680300	0.214587
0.112591	0.540333	0.680576	0.214857
0.114481	0.538687	0.680598	0.214850
0.105308	0.535606	0.680683	0.214932
0.117216	0.538350	0.680558	0.214799
0.099815	0.535852	0.680769	0.214959
0.107040	0.518632	0.680905	0.215045
0.108747	0.518572	0.680809	0.214986
0.099334	0.514364	0.680845	0.214994
0.103552	0.506028	0.680767	0.214896
0.101508	0.503121	0.680570	0.214699
0.098309	0.501375	0.680569	0.214682
0.101084	0.497633	0.680504	0.214625
0.096340	0.492315	0.680498	0.214622
0.097889	0.490385	0.680432	0.214574
0.095679	0.484839	0.680284	0.214493
0.095302	0.481397	0.680095	0.214318
0.093645	0.476546	0.679781	0.214030
0.093299	0.474567	0.679424	0.213757
0.093465	0.470002	0.678830	0.213361
0.091008	0.466429	0.678824	0.213378
0.093033	0.464340	0.678289	0.212877
0.088170	0.462072	0.678187	0.212786
0.094770	0.460449	0.677732	0.212333
0.081883	0.462571	0.677835	0.212414
0.096155	0.458077	0.677370	0.211958
0.081624	0.455529	0.677411	0.211971
0.090677	0.447767	0.677321	0.211847
0.085795	0.444537	0.677127	0.211662
0.087239	0.441339	0.676940	0.211498
0.085984	0.437935	0.676853	0.211351
0.086361	0.436293	0.676813	0.211293
0.084021	0.432788	0.676729	0.211103
0.086320	0.431207	0.676567	0.210939
0.082627	0.428573	0.676509	0.210790
0.085258	0.425416	0.676235	0.210591
0.082118	0.424295	0.676039	0.210409
0.085891	0.421817	0.675329	0.209887
0.078476	0.420833	0.675194	0.209783
0.088941	0.419950	0.674204	0.208869
0.074105	0.421620	0.674533	0.209114
0.088599	0.416319	0.673470	0.208352
0.074273	0.418027	0.673557	0.208394
0.086861	0.412774	0.672898	0.207803
0.075482	0.408785	0.672864	0.207777
0.083950	0.406788	0.671736	0.206958
0.078240	0.404321	0.671578	0.206857
0.082317	0.402418	0.670460	0.206050
0.078068	0.400470	0.670256	0.205914
0.640906	1.409583	0.589540	0.276374
0.556933	1.256944	0.621432	0.292836
0.490770	1.148206	0.637156	0.303694
0.434736	1.054953	0.647931	0.310802
0.384276	0.974937	0.658319	0.315832
0.343567	0.910793	0.663587	0.317994
0.309913	0.862988	0.663660	0.317174
0.282209	0.828167	0.662518	0.315810
0.261043	0.799913	0.661978	0.314724
0.240673	0.778473	0.661716	0.313773
0.222528	0.749293	0.661931	0.313184
0.206938	0.732208	0.662226	0.312765
0.194105	0.714399	0.662509	0.312525
